run_name,run_id,run_status,run_created_at,run_started_at,run_completed_at,run_duration_ms,benchmark_version,item_set_version,score_formula_version,aggregate_formula_version,run_model_count,run_item_count,run_response_count,run_combo_score,run_pass_rate,rank,model_id,provider,model,combo_score,sophistication_score,objective_inference_score,correlation_score,item_count,invocation_count,pass_count,failure_count,pass_rate,total_scored_tokens,total_tokens,total_estimated_cost_usd,total_duration_ms,source_package
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,14,x-ai/grok-4.20-multi-agent,x-ai,grok-4.20-multi-agent,81.128124,74.375,72.620482,96.388889,21,21,12,9,0.5714285714285714,956106,1793488,1.9328357,290400,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,15,moonshotai/kimi-k2.7-code,moonshotai,kimi-k2.7-code,80.94331,72.430556,86.325301,84.074074,21,21,14,7,0.6666666666666666,26311,20343,0.06779524,241295,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,16,nvidia/nemotron-3-ultra-550b-a55b,nvidia,nemotron-3-ultra-550b-a55b,80.567083,70.277778,87.349398,84.074074,21,21,14,7,0.6666666666666666,30555,21961,0.0486706,297142,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,17,deepseek/deepseek-v4-pro,deepseek,deepseek-v4-pro,79.84131,64.791667,78.343373,96.388889,21,21,13,8,0.6190476190476191,29723,22283,0.060397,268633,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,18,x-ai/grok-4.3,x-ai,grok-4.3,79.509148,70.0,72.138554,96.388889,21,21,13,8,0.6190476190476191,45037,31700,0.06677025,216390,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,19,mistralai/mistral-small-2603,mistralai,mistral-small-2603,78.665643,70.277778,70.963855,94.755294,21,21,12,9,0.5714285714285714,26562,19644,0.00877257,88817,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,20,z-ai/glm-5.2,z-ai,glm-5.2,76.083036,83.888889,84.036145,60.324074,21,21,14,7,0.6666666666666666,37299,24063,0.12861738,110142,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,21,xiaomi/mimo-v2.5-pro,xiaomi,mimo-v2.5-pro,74.3935,62.5,87.439759,73.240741,21,21,12,9,0.5714285714285714,44846,29755,0.0745722,471408,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,22,minimax/minimax-m2.7,minimax,minimax-m2.7,74.008441,83.888889,89.849398,48.287037,21,21,14,7,0.6666666666666666,41340,26160,0.0438393,80256,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,23,meta-llama/llama-4-scout,meta-llama,llama-4-scout,70.08302,46.041667,74.337349,89.870044,21,21,8,13,0.38095238095238093,3560,10625,0.00425825,34295,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,24,openai/gpt-oss-120b,openai,gpt-oss-120b,67.96538,54.444444,75.331325,74.12037,21,21,9,12,0.42857142857142855,44150,30783,0.0192904,47644,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,25,mistralai/mistral-medium-3-5,mistralai,mistral-medium-3-5,66.888015,64.791667,74.668675,61.203704,21,21,11,10,0.5238095238095238,54090,32210,0.203061,307643,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,26,moonshotai/kimi-k2.6,moonshotai,kimi-k2.6,64.077328,76.319444,73.042169,42.87037,21,21,10,11,0.47619047619047616,57538,35518,0.1074664,157149,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,27,tencent/hy3-preview,tencent,hy3-preview,50.257419,66.875,59.036145,24.861111,21,21,5,16,0.23809523809523808,62233,37995,0.00868773,281993,data/official-current-2026-06-30
official-current-2026-06-30,9ff7a720-826a-4d34-9fbf-ca21b7a70b39,completed,2026-06-30T14:06:49.906733+00:00,2026-06-30T14:07:04.558882+00:00,2026-06-30T15:41:55.819795+00:00,5588351,official-current,official-current,scope-score-v0.8.2,scope-combo-v0.8.4,28,21,588,77.965071,0.6241496598639455,28,qwen/qwen3.7-max,qwen,qwen3.7-max,43.44173,75.694444,28.704819,25.925926,21,21,7,14,0.3333333333333333,13671,9759,0.03064625,223889,data/official-current-2026-06-30
